year,selling_price,km_driven,fuel,seller_type,transmission,owner,brand,model
2014,580000,63356,1,0,1,2,7,331
2010,180000,15000,4,1,1,0,3,937
2017,300000,50000,4,1,1,0,18,1060
2012,269000,70000,4,1,1,2,19,409
2018,231999,20000,4,1,1,0,11,47
2011,150000,60000,4,1,1,4,3,131
2017,495000,5000,4,1,1,0,9,512
2014,700000,15000,4,1,1,0,11,201
2018,400000,4400,4,1,1,2,4,482
2019,599000,15000,1,1,1,4,10,1229
2013,421000,45000,1,1,1,0,16,292
2018,841000,1000,1,1,1,0,7,318
2014,295000,38500,4,1,1,0,9,1264
2011,220000,25000,4,1,1,0,9,1268
2013,250000,35000,1,1,1,0,7,252
2009,1100000,110000,1,1,1,2,19,467
2012,300000,40000,4,1,1,0,9,1115
2007,80000,110000,4,1,1,2,3,100
2013,215000,20000,1,1,1,4,3,128
2012,245000,14987,4,0,1,0,9,312
2016,650000,25061,1,0,1,0,7,322
2017,760000,42494,1,0,1,0,7,334
2014,395000,44875,1,0,1,0,8,71
2014,280000,89741,1,0,1,2,7,455
2016,495000,65000,1,0,1,0,8,624
2016,525000,35000,1,0,1,0,8,627
2010,210000,34500,1,1,1,0,18,739
2018,650000,30000,4,1,1,0,9,1291
2019,525000,16000,1,1,1,0,7,474
2010,195000,80000,0,1,1,2,11,1167
2016,650000,60000,1,1,1,0,11,377
2015,540000,110000,1,1,1,0,10,1028
2014,180000,61000,4,1,1,0,11,34
2017,750000,29000,1,1,1,0,10,149
2018,980000,50000,1,1,1,0,11,379
2014,250000,90000,1,1,1,0,5,528
2018,550000,35000,4,1,0,0,9,506
2015,509999,43000,4,1,1,2,20,1083
2017,320000,50000,4,1,1,0,11,44
2016,275000,25000,4,1,1,0,9,303
2009,145000,50000,4,1,1,2,11,1181
2013,250000,80000,1,1,1,0,5,529
2012,520000,35000,1,1,1,0,9,1110
2007,95000,85000,4,1,1,2,11,55
2011,725000,110000,1,1,1,4,19,610
2006,55000,70000,4,1,1,2,11,4
2014,600000,100000,1,1,1,0,8,231
2013,330000,120000,1,1,1,2,20,1091
2015,470000,89000,1,1,1,0,11,979
2013,365000,120000,1,1,1,0,11,1016
2013,250000,40000,4,1,1,2,9,312
2017,430000,17000,4,1,1,0,11,1177
2013,400000,125000,1,1,1,2,11,1000
2015,615000,110000,4,1,1,2,11,987
2011,150000,120000,1,1,1,2,7,457
2014,240000,90000,1,1,1,0,7,458
2014,800000,90000,1,1,1,0,10,912
2015,240000,110000,3,1,1,0,9,309
2014,600000,87000,1,1,1,2,7,331
2014,800000,15000,1,1,1,0,10,909
2015,160000,70000,4,1,1,0,9,302
2012,350000,38000,4,1,1,0,7,431
2011,300000,64000,4,1,1,2,8,218
2015,399000,55250,1,1,1,0,18,944
2011,300000,110000,1,1,1,0,10,141
2012,150000,70000,4,1,0,0,11,13
2010,320000,60000,1,1,1,4,3,284
2017,300000,13000,4,1,1,2,16,657
2016,1000000,60000,1,1,1,0,14,1047
2012,1090000,120000,1,1,1,2,13,768
2012,450000,97000,1,1,1,2,18,738
2007,60000,130000,4,1,1,2,18,549
2013,500000,50000,4,1,1,0,11,987
2012,200000,120000,1,1,1,2,18,574
2015,650000,68000,1,1,1,0,7,331
2006,60000,100000,4,1,1,2,11,55
2013,250999,80000,1,1,1,0,11,380
2012,185000,67000,0,0,1,2,9,21
2015,155000,60000,4,1,1,0,11,47
2019,600000,5000,4,1,1,0,11,1006
2016,300000,20000,4,1,1,0,16,662
2018,850000,12500,4,1,1,0,9,276
2019,470000,4000,0,1,1,0,11,345
2019,600000,25000,4,1,1,0,7,437
2013,700000,70000,1,1,1,2,19,596
2007,70000,162000,3,1,1,0,11,1169
2008,650000,70000,4,1,0,4,1,18
2018,450000,70000,1,1,1,2,9,1206
2014,750000,100000,1,1,1,2,10,1200
2013,775000,70000,1,1,1,2,19,596
2015,360000,80000,4,1,1,2,8,64
2010,250000,120000,1,1,1,0,19,258
2013,600000,80000,1,1,1,0,14,1043
2010,120000,90000,4,1,1,0,11,52
2012,320000,140000,1,1,1,2,18,735
2011,400000,120000,1,1,1,2,10,1049
2015,302000,60000,1,1,1,0,11,986
2011,130000,80000,1,1,1,2,3,128
2014,150000,60000,4,1,1,2,11,977
2012,200000,90000,1,1,1,2,18,563
2012,950000,80000,1,1,1,0,19,600
2017,620000,65000,4,1,1,0,9,1275
2012,449000,90000,1,1,1,0,19,609
2007,100000,70000,4,1,1,0,11,55
2018,600000,2500,4,1,1,0,9,507
2016,700000,35000,1,1,1,0,8,81
2012,250000,40000,1,1,1,0,3,128
2018,550000,63000,4,1,1,0,11,119
2013,675000,88000,1,0,0,0,17,955
2015,530000,55000,1,0,1,0,14,1046
2014,325000,71014,1,0,1,0,3,369
2015,370000,60000,1,0,1,0,16,896
2014,360000,70000,1,1,1,0,17,804
2012,650000,60000,4,0,0,0,17,957
2012,199000,92000,1,0,1,4,7,424
2014,285000,89126,1,1,1,0,10,799
2009,260000,134000,1,1,0,0,20,639
2019,869999,15000,4,0,0,0,11,190
2016,425000,42500,1,0,1,0,9,500
2012,490000,42000,1,0,0,0,3,285
2015,750000,70000,1,1,0,2,10,1193
2004,125000,110000,4,1,1,4,8,211
2014,221000,131365,1,1,1,0,5,677
2016,724000,48980,1,0,0,0,20,1080
2014,440000,46000,4,0,0,0,8,77
2009,70000,60000,4,1,1,4,3,936
2015,511000,58000,1,0,1,0,11,118
2016,790000,22000,1,0,1,0,11,833
2017,640000,37000,4,1,1,0,9,1275
2009,120000,70000,4,1,1,1,9,882
2012,126000,98900,1,1,1,4,3,128
2012,120000,125000,1,1,1,0,3,128
2017,650000,60000,1,1,1,0,10,1027
2014,450000,80000,4,1,1,2,9,511
2010,110000,80000,0,1,1,1,11,1241
2017,600000,40000,1,1,1,0,10,145
2012,620000,80000,1,1,1,2,10,1201
2014,600000,30000,1,1,1,0,7,331
2018,795000,35000,1,1,1,0,10,149
2015,495000,60000,1,1,1,0,16,686
2014,350000,145000,1,1,1,0,10,1220
2018,300000,25000,4,1,0,0,4,818
2018,400000,54000,4,0,1,2,18,1256
2018,500000,70000,1,1,1,0,14,951
2014,345000,58000,4,0,1,0,8,167
2013,220000,100000,1,1,1,0,18,574
2005,114999,90000,4,0,1,2,9,892
2017,585000,14000,4,0,1,0,8,629
2018,950000,21394,1,0,1,0,7,322
2018,625000,13800,4,1,0,0,11,969
2017,1035000,23000,4,0,0,0,9,278
2015,310000,32686,4,0,1,0,4,488
2017,600000,99700,1,1,1,0,10,1220
2014,650000,49654,1,0,1,0,8,238
2016,550000,45457,4,0,1,0,9,511
2016,660000,48220,4,0,1,0,9,1312
2017,700000,11114,4,0,1,0,9,1312
2008,235000,60208,1,0,1,0,9,491
2013,475000,80000,1,0,1,0,20,1079
2008,795000,98600,1,0,0,0,12,298
2015,850000,58000,4,0,0,0,8,225
2017,585000,85441,1,0,1,0,10,1220
2015,380000,64541,1,0,1,0,10,1099
2019,650000,35000,1,1,1,0,11,979
2018,600000,30000,4,1,1,0,11,1021
2017,434999,16267,4,0,1,0,14,702
2013,525000,71500,1,0,1,0,20,1079
2008,160000,80000,4,1,1,0,3,101
2007,160000,90000,4,1,1,2,11,1235
2012,125000,28000,4,1,1,0,3,937
2017,900000,14700,4,1,1,0,9,281
2017,400000,50000,4,1,1,0,11,1165
2009,150000,100000,4,1,1,2,9,894
2019,950000,24000,4,1,0,0,20,782
2013,220000,100000,1,1,1,0,18,574
2007,110000,90000,4,1,1,0,9,496
2015,375000,30000,4,1,1,0,18,157
2017,350000,80000,4,1,1,0,4,483
2012,310000,92686,1,0,1,2,9,1309
2011,350000,90000,4,1,1,2,20,1092
2004,70000,90000,4,1,1,1,11,1164
2013,225000,80000,1,1,1,0,3,863
2018,930000,20000,1,1,1,0,7,317
2019,550000,51000,4,1,1,0,11,1006
2008,85000,120000,4,1,1,2,11,53
2014,280000,55000,4,1,1,0,9,308
2018,360000,6000,4,1,1,0,9,312
2011,150000,40000,4,1,1,2,11,55
2017,900000,15000,4,1,0,0,17,807
2005,120000,50000,1,1,1,2,0,168
2010,215000,90000,4,1,1,2,5,684
2013,550000,38500,1,1,1,0,16,896
2018,775000,35000,4,1,1,0,18,744
2005,65000,70000,4,1,1,2,11,7
2008,200000,90000,4,1,1,2,11,1171
2010,240000,50000,4,1,1,2,11,1177
2012,800000,108731,1,1,1,0,19,616
2010,400000,120000,1,1,1,0,19,595
2016,500000,60000,1,1,1,0,18,944
2007,150000,90000,1,1,1,4,10,824
2014,500000,140000,1,1,1,2,19,399
2014,320000,80000,4,1,1,0,9,312
2013,300000,90000,1,1,1,0,14,705
2017,650000,40000,1,1,1,0,16,687
2018,285000,14000,4,1,1,0,11,34
2012,360000,70000,1,1,1,2,18,88
2009,450000,55000,4,1,1,2,8,28
2011,175000,60000,4,1,1,4,11,55
2011,350000,74000,1,1,1,2,3,283
2020,530000,45000,1,0,1,0,7,448
2017,1025000,38000,1,0,1,0,8,241
2017,950000,24000,1,0,1,0,8,107
2017,725000,29976,4,0,1,0,8,1153
2017,919999,41000,4,0,1,0,8,237
2018,700000,15000,1,0,1,0,8,626
2017,725000,36000,1,0,1,0,8,627
2017,840000,30646,4,0,1,0,8,109
2015,365000,23600,4,0,1,0,11,1177
2014,665000,71318,1,0,1,0,8,229
2014,225000,30000,4,1,1,0,9,306
2012,229999,45000,4,1,1,2,9,1258
2008,145000,67000,4,1,1,0,9,878
2018,624000,14681,1,0,1,0,7,452
2015,500000,25000,4,1,1,0,9,1105
2017,750000,18054,4,0,1,0,7,325
2015,785000,40000,1,1,1,0,8,231
2011,225000,30000,4,1,1,0,9,1268
2017,300000,80000,1,1,1,0,9,1202
2016,680000,20000,1,1,1,0,9,1302
2016,700000,40000,1,1,1,0,10,1029
2011,180000,120000,1,1,1,0,18,579
2008,270000,120000,1,1,1,2,7,419
2010,370000,97000,4,1,1,2,11,984
2018,1100000,70000,1,1,1,0,10,1231
2004,120000,120000,1,1,1,2,9,19
2013,430000,88000,1,1,1,2,17,814
2014,550000,38406,1,0,1,0,11,1016
2014,320000,54350,4,0,1,0,9,882
2015,390000,32260,4,0,1,0,11,1177
2014,550000,58231,1,0,1,0,16,290
2012,370000,59858,4,0,1,0,11,1006
2010,190000,73350,4,0,1,0,11,56
2013,509999,88473,1,0,1,0,16,287
2013,450000,96987,4,0,1,0,8,222
2015,550000,61187,1,0,1,0,11,979
2009,400000,68350,1,0,1,0,10,1226
2015,585000,81150,1,0,1,0,7,322
2019,500000,30000,4,1,1,0,9,502
2015,800000,30000,4,1,1,0,11,207
2009,265000,120000,1,1,1,2,11,1013
2007,125000,50000,4,1,1,2,5,769
2010,165000,80000,1,1,1,0,18,688
2015,1025000,90000,1,1,1,2,9,274
2012,380000,90000,1,1,1,1,3,283
2010,250000,110000,1,1,1,4,11,975
2016,500000,35000,1,1,1,0,5,794
2018,350000,15000,4,1,1,0,9,306
2010,190000,52000,4,1,1,2,11,56
2009,940000,140000,1,1,1,0,20,640
2013,475000,60000,4,1,1,2,11,1006
2018,300000,17000,4,1,1,0,11,34
2016,250000,70000,4,1,1,4,3,131
2012,290000,125000,1,1,1,2,7,458
2015,1000000,120000,1,1,1,2,10,1200
2015,550000,87000,1,1,1,0,9,1302
2010,285000,75000,1,1,1,4,5,792
2014,240000,60000,4,1,1,2,18,586
2015,850000,25000,4,1,1,0,9,281
2016,650000,26000,4,1,1,0,9,1292
2017,365000,78000,0,1,1,0,11,175
2016,650000,26000,4,1,1,0,9,1292
2015,260000,35000,4,1,1,0,3,856
2014,250000,100000,4,1,1,0,18,586
2007,550000,80000,4,1,1,2,18,732
2004,70000,90000,4,1,1,1,11,1164
2013,225000,80000,1,1,1,0,3,863
2018,930000,20000,1,1,1,0,7,317
2019,550000,51000,4,1,1,0,11,1006
2008,85000,120000,4,1,1,2,11,53
2014,280000,55000,4,1,1,0,9,308
2018,360000,6000,4,1,1,0,9,312
2011,150000,40000,4,1,1,2,11,55
2017,900000,15000,4,1,0,0,17,807
2005,120000,50000,1,1,1,2,0,168
2010,215000,90000,4,1,1,2,5,684
2013,550000,38500,1,1,1,0,16,896
2018,775000,35000,4,1,1,0,18,744
2005,65000,70000,4,1,1,2,11,7
2008,200000,90000,4,1,1,2,11,1171
2010,240000,50000,4,1,1,2,11,1177
2012,800000,108731,1,1,1,0,19,616
2010,400000,120000,1,1,1,0,19,595
2012,229999,40000,4,1,1,2,11,1180
2014,580000,120000,1,1,1,0,7,331
2005,175000,100000,4,1,1,1,19,265
2012,250000,110000,1,1,1,1,11,830
2014,320000,80000,4,1,1,0,9,312
2013,300000,90000,1,1,1,0,14,705
2017,800000,60000,1,1,1,0,10,1031
2009,245000,75000,1,0,0,0,9,1131
2018,300000,20000,4,1,1,0,9,312
2017,350000,80000,1,1,1,0,9,1205
2006,70000,105700,4,1,1,0,11,1246
2017,430999,14000,4,0,1,0,11,181
2010,80000,70000,4,1,1,0,3,935
2019,335000,28000,4,0,1,0,11,38
2017,350000,51000,4,0,1,0,11,344
2018,315000,56000,4,0,1,0,11,37
2019,1100000,35000,1,1,0,0,20,1082
2005,80000,24000,4,1,1,0,11,391
2014,285000,64000,4,0,1,2,11,51
2009,100000,120000,1,1,1,4,18,592
2011,225000,37091,4,1,1,0,11,55
2018,320000,38900,4,1,1,4,11,47
2008,120000,110000,4,1,1,4,11,1171
2011,200000,100000,1,1,1,2,20,1088
2016,1151000,85000,1,1,1,0,9,273
2012,120000,140000,1,1,1,0,18,565
2017,220000,20000,4,1,1,0,16,665
2017,750000,15000,4,1,1,0,18,744
2018,784000,40000,1,1,1,0,10,1025
2017,500000,50000,4,1,1,0,8,620
2018,350000,20000,4,1,1,0,9,306
2014,600000,100000,1,1,1,2,10,1053
2019,525000,9400,4,1,1,0,9,505
2017,930000,12000,1,1,1,0,7,317
2017,440000,14100,0,0,1,0,11,341
2016,434999,21000,4,0,1,0,11,184
2011,250000,28000,4,0,1,0,9,1261
2017,940000,35000,1,0,1,0,11,379
2017,1050000,31000,1,0,0,0,9,1108
2016,825000,58000,1,0,1,0,11,378
2012,229999,25000,4,1,1,0,11,1181
2011,375000,72000,4,0,1,0,9,1273
2013,640000,89000,1,0,1,0,11,386
2012,800000,160000,1,0,1,0,19,611
2012,130000,30000,4,1,1,4,7,462
2014,300000,37555,4,0,1,0,9,1269
2018,440000,14000,4,0,1,0,11,1177
2014,595000,56600,0,0,1,0,11,384
2013,450000,110000,1,1,1,0,10,908
2017,690000,50000,1,1,1,0,11,1145
2019,300000,5000,4,1,1,0,11,40
2014,170000,100000,4,1,1,2,3,856
2012,280000,120000,1,1,1,0,19,407
2009,220000,67580,4,1,1,2,11,1007
2009,140000,100000,4,1,1,4,9,882
2004,45000,60000,4,1,1,0,11,390
2014,200000,125000,1,1,1,2,7,457
2008,325000,120000,1,1,1,2,10,905
2010,300000,130000,1,1,1,2,9,1128
2016,535000,52600,1,1,1,0,9,273
2014,520000,82000,1,1,1,0,8,228
2017,550000,19890,4,0,0,0,9,504
2015,280000,40000,1,1,1,0,10,1102
2013,225000,78000,1,0,1,0,14,951
2015,750000,48238,4,2,0,0,7,321
2016,535000,38365,4,0,1,0,9,1278
2017,650000,49834,4,2,1,0,11,123
2013,295000,57353,4,2,1,0,8,164
2015,480000,68308,1,2,1,0,11,966
2015,575000,63240,1,2,1,0,8,229
2016,509999,60000,1,1,1,0,10,899
2008,69000,100000,4,1,1,0,11,55
2013,200000,60000,4,1,1,0,18,694
2012,449000,90000,1,1,1,0,19,609
2020,426000,1000,1,1,1,0,18,531
2017,650000,6000,4,1,1,0,7,335
2017,260000,50000,1,1,1,0,18,1057
2015,295000,90000,1,1,1,4,10,145
2017,260000,30000,4,0,1,0,11,342
2012,120000,140000,1,1,1,0,18,565
2007,155000,65000,4,0,1,0,9,1130
2015,450000,38000,1,1,1,0,8,627
2012,320000,80000,1,1,1,0,18,738
2007,123000,50000,4,1,1,2,9,1141
2006,80000,110000,4,1,1,0,9,893
2012,220000,90000,4,1,1,2,11,840
2018,650000,37000,1,0,1,0,9,1295
2018,285000,30000,4,0,1,0,11,34
2018,725000,26000,4,0,0,0,8,75
2010,97000,128000,4,1,1,0,18,554
2016,625000,30000,4,0,1,0,11,207
2016,550000,23000,4,0,1,0,9,1297
2012,130000,120000,1,1,1,0,18,574
2012,240000,40000,4,0,1,0,9,1261
2014,600000,27000,1,0,1,0,14,1044
2012,350000,65000,1,0,1,0,18,735
2015,245000,32000,4,0,1,0,9,312
2009,199000,52536,4,1,1,0,11,963
2011,330000,100000,1,1,1,2,10,1222
2009,150000,80000,4,1,1,0,11,831
2016,927999,90000,1,1,1,0,9,273
2015,399000,55000,1,0,1,0,9,1207
2015,350000,90000,1,1,1,0,11,1002
2006,125000,50000,1,1,1,2,10,901
2008,150000,90000,4,1,1,2,9,894
2015,250000,25000,4,1,1,0,9,306
2014,675000,61000,1,0,1,0,9,1111
2018,950000,30000,1,1,1,0,11,833
2018,409999,45000,0,1,1,0,11,341
2011,225000,60000,1,1,1,0,5,683
2008,350000,75000,4,1,1,2,8,251
2005,51111,140000,4,1,1,4,18,550
2013,290000,56000,1,0,1,0,3,858
2006,310000,62000,2,0,0,2,19,169
2007,212000,58000,1,0,1,2,9,1128
2013,900000,49000,1,0,0,2,17,749
2011,221000,56000,1,0,1,2,3,128
2013,675000,73000,1,0,1,0,19,596
2014,421000,69000,1,0,1,0,8,71
2008,350000,10000,4,1,1,0,11,850
2010,140000,110000,0,1,1,0,9,21
2018,830000,40000,1,1,1,0,8,221
2009,180000,30000,4,1,1,0,11,1171
2009,210000,109000,1,1,1,2,11,1013
2017,700000,90000,1,1,1,0,11,842
2014,45000,7000,4,1,1,2,18,717
2012,125000,120000,1,1,1,0,18,590
2017,530000,64916,4,1,1,0,9,1117
2018,800000,37161,1,0,1,0,7,333
2016,580000,15000,4,1,1,0,11,123
2018,300000,50852,4,1,1,0,16,656
2016,300000,30000,4,1,1,0,16,667
2015,700000,77000,1,1,1,0,11,206
2012,250000,70000,4,1,1,4,14,950
2016,500000,120000,1,1,1,0,3,1036
2009,428000,40000,4,1,0,4,8,27
2013,219000,53500,4,1,1,4,9,306
2017,500000,40000,1,1,1,0,11,375
2014,520000,82000,1,1,1,0,8,228
2016,509999,60000,1,1,1,0,10,899
2019,556000,24000,4,1,1,0,11,112
2014,225000,120000,1,1,1,0,18,585
2013,325000,65000,1,0,1,0,8,65
2013,365000,65000,1,0,1,0,11,1000
2015,850000,84000,1,0,1,0,9,275
2013,350000,75000,1,0,1,0,19,400
2007,225000,50000,1,0,1,0,11,1000
2011,135000,50000,4,1,1,0,11,52
2007,140000,49000,4,0,1,0,11,1171
2015,275000,14365,4,0,1,0,16,665
2013,484999,65000,1,0,1,0,9,1110
2015,565000,65000,1,0,1,0,11,198
2013,425000,61083,1,0,1,0,11,979
2013,925000,75000,1,1,1,0,19,614
2012,565000,72000,1,0,1,0,10,927
2014,525000,65000,1,0,1,0,16,286
2010,409999,60000,4,1,1,0,8,214
2018,570000,5000,4,1,1,0,18,1072
2007,160000,80000,4,1,1,4,11,850
2017,749000,51500,1,1,1,2,11,205
2010,300000,120000,1,1,1,4,11,981
2014,550000,79800,1,0,1,0,7,317
2015,550000,97000,1,0,1,2,7,317
2017,700000,49957,1,0,1,0,7,448
2017,600000,43235,1,0,1,0,7,439
2018,925000,50699,1,0,1,0,7,323
2015,459999,140730,1,0,1,2,7,449
2015,565000,46000,4,1,1,0,9,1292
2013,170000,80000,4,1,1,4,9,306
2008,295000,120000,1,1,1,0,10,929
2018,819999,40000,1,1,1,0,9,1293
2019,819999,40000,1,1,1,0,9,353
2015,320000,40000,4,1,1,0,11,832
2015,550000,135000,1,1,1,2,7,331
2015,550000,50000,1,1,1,0,10,137
2017,590000,98000,1,1,1,0,20,84
2014,1050000,70000,1,1,1,0,19,614
2017,950000,50000,1,1,1,0,8,233
2017,1000000,30000,1,1,1,0,8,240
2013,500000,120000,1,1,1,0,14,1040
2017,450000,70000,1,1,1,0,5,795
2017,720000,35000,1,1,1,0,11,980
2015,390000,70000,1,1,1,2,11,177
2014,500000,35000,1,1,1,0,10,1049
2017,780000,50000,1,1,1,0,9,1281
2015,484999,90000,1,1,1,2,11,986
2012,420000,90000,1,1,1,2,20,1086
2015,350000,50000,1,1,1,2,18,569
2015,350000,120000,1,1,1,4,10,1099
2004,125000,70000,4,1,0,2,9,886
2010,75000,100000,1,1,1,4,18,553
2018,509999,15000,4,1,1,0,10,648
2014,215000,80000,1,1,1,4,18,581
2018,465000,25000,1,1,1,0,9,499
2017,625000,52000,4,0,1,0,11,112
2017,490000,66000,1,0,1,0,9,516
2017,880000,64000,1,0,1,0,11,378
2013,290000,49000,4,1,1,0,9,880
2006,115999,100000,1,1,1,2,18,941
2017,685000,72000,1,0,1,0,11,1143
2009,300000,50000,4,1,1,0,8,628
2017,680000,44000,1,0,1,0,9,1288
2014,480000,101000,1,0,1,0,11,979
2016,630000,55000,1,0,1,0,11,1000
2007,190000,115000,4,0,1,2,8,213
2015,500000,100000,1,0,1,0,11,1000
2014,850000,52000,1,0,1,2,20,641
2011,350000,105000,1,0,1,0,11,846
2013,425000,170000,1,0,1,0,16,290
2015,495000,105000,1,0,1,0,11,1001
2017,890000,60000,1,1,1,2,11,377
2018,1100000,25000,1,1,0,2,9,1122
2018,465000,25000,1,1,1,0,9,499
2017,625000,52000,4,0,1,0,11,112
2017,490000,66000,1,0,1,0,9,516
2017,880000,64000,1,0,1,0,11,378
2013,290000,49000,4,1,1,0,9,880
2006,115999,100000,1,1,1,2,18,941
2017,685000,72000,1,0,1,0,11,1143
2009,300000,50000,4,1,1,0,8,628
2017,680000,44000,1,0,1,0,9,1288
2014,480000,101000,1,0,1,0,11,979
2016,630000,55000,1,0,1,0,11,1000
2007,190000,115000,4,0,1,2,8,213
2015,500000,100000,1,0,1,0,11,1000
2014,850000,52000,1,0,1,2,20,641
2011,350000,105000,1,0,1,0,11,846
2013,425000,170000,1,0,1,0,16,290
2015,495000,105000,1,0,1,0,11,1001
2017,890000,60000,1,1,1,2,11,377
2018,1100000,25000,1,1,0,2,9,1122
2009,233000,58000,4,1,1,4,7,427
2015,300000,110000,1,1,1,2,18,577
2020,614000,1000,4,1,1,0,8,69
2010,250000,100000,4,1,1,2,9,1270
2010,250000,110000,4,1,1,2,9,1270
2011,200000,40000,4,1,1,0,11,55
2013,290000,52000,4,1,1,0,11,1163
2013,320000,80000,4,1,1,2,11,1165
2006,145000,52000,4,1,1,2,9,895
2005,100000,124000,4,1,1,2,11,54
2006,145000,66000,4,1,0,2,9,866
2008,110000,120000,4,1,1,4,11,53
2019,680000,40000,1,1,1,0,11,979
2004,37500,90000,4,1,1,2,11,10
2011,200000,120000,1,1,1,2,11,830
2012,300000,110000,1,1,1,0,14,948
2005,80000,56580,4,0,1,0,9,872
2015,740000,45000,1,0,0,0,10,1193
2015,630000,50000,1,1,1,0,10,912
2005,70000,68500,4,0,1,0,9,885
2019,484999,5007,4,0,0,0,9,876
2013,164000,30000,4,1,1,0,14,704
2008,140000,70000,4,1,0,0,8,215
2011,999000,49600,1,0,0,0,12,300
2005,56000,23000,4,1,1,2,11,54
2006,1050000,30000,1,0,0,0,2,3
2010,190000,38000,4,0,1,0,9,1115
2011,150000,40000,1,1,1,2,11,830
2011,235000,43100,4,0,1,0,9,1270
2019,599000,15000,1,1,1,4,10,1229
2018,200000,35000,4,1,1,0,11,34
2017,350000,10171,4,0,1,0,4,481
2015,465000,41123,1,0,1,0,16,286
2019,1000000,15000,1,1,1,0,11,372
2015,470000,170000,1,1,1,0,11,979
2017,415000,20000,4,1,1,0,11,184
2014,500000,82000,1,1,1,0,14,1044
2013,150000,60000,4,1,1,2,3,938
2005,95000,50000,4,1,1,2,11,57
2012,400000,70000,1,1,1,0,11,991
2008,114999,66782,4,1,1,2,11,52
2006,75000,130000,4,1,1,0,11,52
2013,500000,120000,1,1,1,0,9,1111
2014,195000,75000,4,1,1,2,11,4
2015,155000,40000,4,1,1,0,11,30
2005,65000,150000,4,1,1,4,8,213
2015,190000,60000,4,1,1,2,18,729
2012,200000,112198,1,1,1,2,10,1100
2010,160000,60000,4,1,1,2,18,694
2010,150000,130000,1,1,1,2,18,558
2015,750000,120000,1,1,1,0,10,913
2012,225000,90000,1,1,1,2,11,830
2012,600000,170000,1,1,1,0,19,615
2014,409999,80000,1,1,1,2,9,1309
2014,409999,80000,1,1,1,2,9,1308
2009,110000,83000,4,1,1,2,11,6
2016,865000,90000,1,1,1,0,9,274
2016,225000,40000,4,1,1,0,16,665
